filename,recording_type,language_pair,language_code,domain,accent_country,device_type,noise_condition,clinical_category,reference_transcript,switch_points,expected_topic,expected_urgency,expected_department,expected_slots,expected_entities
sample_sw_en_pain_urinating.m4a,naturalistic_health_complaint,Swahili-English,sw,healthcare,Kenya,smartphone (m4a),indoor quiet,Urological,"Nikikojoa kuna burning na naenda choo mara nyingi, lakini mkojo ni kidogo. This started 2 days ago. Pia nahisi maumivu chini ya tumbo, sina homa, na sijaona damu kwa mkojo.","[{""token_index"": 4, ""from_language"": ""sw"", ""to_language"": ""en""}]",,ROUTINE,General Outpatient,{},"[""pain urinating"", ""dysuria""]"
sample_sw_en_pregancy_bleeding.m4a,naturalistic_health_complaint,Swahili-English,sw,healthcare,Kenya,smartphone (m4a),indoor quiet,Obstetrics,Nina mimba ya miezi 7. About an hour ago nimeanza kuona damu na tumbo linauma chini. Sijui kama ni leba. Pia leo sijahisi mtoto akicheza kama kawaida na hiyo ndio imenifanya nije.,"[{""token_index"": 5, ""from_language"": ""sw"", ""to_language"": ""en""}]",Pregnancy / labour concern,URGENT,Obstetrics & Gynaecology / Maternity,{},"[""pregnancy"", ""bleeding""]"
sample_sw_en_sudden_change_relative.m4a,naturalistic_health_complaint,Swahili-English,sw,healthcare,Kenya,smartphone (m4a),indoor quiet,Neurological,"Nimemleta baba yangu, tulikuwa tunaongea vizuri, then suddenly, maneno yake yakaanza kutoka vibaya na upande 1 wa uso ukaonekana tofauti. Hawezi kuinua mkono na wa kulia vizuri. Imeanza kama dakika 20 zilizopita kabla ya hapo, alikuwa sawa.","[{""token_index"": 4, ""from_language"": ""sw"", ""to_language"": ""en""}]",Headache / neurological complaint,URGENT,General Outpatient / Neurology review,{},"[""sudden change"", ""confusion""]"
WhatsApp Ptt 2026-09-14 at 8.33.26 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Headache & Neurology,"Habari, naumwa na kichwa. My head is ziki.","[{""token_index"": 3, ""from_language"": ""sw"", ""to_language"": ""en""}]",Headache / neurological complaint,URGENT,General Outpatient / Neurology review,{},"[""headache""]"
WhatsApp Ptt 2026-09-14 at 8.33.54 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Abdominal & GI,"Habari, mama alisema mama alisema nikisikia tumbo inauma alafu my legs are swollen and need to go to the doctor that's why I came.","[{""token_index"": 8, ""from_language"": ""sw"", ""to_language"": ""en""}]",Abdominal pain / gastrointestinal,URGENT,General Outpatient / Surgery review,{},"[""abdominal pain"", ""swollen legs""]"
WhatsApp Ptt 2026-09-14 at 8.34.13 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Abdominal & GI,"Ah nimekuwa naumwa na tumbo, tumbo imekuwa inaniuma, wow I just feel lick. I just need some assistance.","[{""token_index"": 6, ""from_language"": ""sw"", ""to_language"": ""en""}]",Abdominal pain / gastrointestinal,URGENT,General Outpatient / Surgery review,{},"[""abdominal pain"", ""nausea""]"
WhatsApp Ptt 2026-09-14 at 8.34.36 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Eye & ENT,"I don't know what glaucoma is, but I would love to know because I goled my symptoms nikaambiwa inaweza kuwa ni glaucoma.","[{""token_index"": 10, ""from_language"": ""en"", ""to_language"": ""sw""}]",,ROUTINE,General Outpatient,{},"[""glaucoma"", ""eye symptoms""]"
WhatsApp Ptt 2026-09-14 at 8.34.48 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Chronic Disease,Mtu anajua aje kama ako na kisukari ama kama uko na stress nyingi unafanya nini please help me.,"[{""token_index"": 5, ""from_language"": ""sw"", ""to_language"": ""en""}]",Medication refill / chronic condition follow-up,ROUTINE,Pharmacy / Chronic care clinic,{},"[""diabetes"", ""stress""]"
WhatsApp Ptt 2026-09-14 at 8.35.07 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Abdominal & GI,"I have severe stomach, very, very, very, very, very severe and my legs are swollen here husaidia.","[{""token_index"": 5, ""from_language"": ""en"", ""to_language"": ""sw""}]",Abdominal pain / gastrointestinal,URGENT,General Outpatient / Surgery review,{},"[""severe abdominal pain"", ""swollen legs""]"
WhatsApp Ptt 2026-09-14 at 8.35.23 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Paediatrics,Je for a baby who is 6 months old to take water melon and eggs? Is that healthy and also soda?,[],Child illness (paediatric),URGENT,Paediatrics,{},"[""infant feeding"", ""6-month-old""]"
WhatsApp Ptt 2026-09-14 at 8.35.46 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Mental Health,"Nasikia kichwa changu cha umma niko nimejiswa na mawazo mengi, I don't know if it's depression I don't know it's headache, I would still have some mild headache, 1-sided I don't know, we tuside unaeza.","[{""token_index"": 7, ""from_language"": ""sw"", ""to_language"": ""en""}]",,URGENT,General Outpatient,{},"[""headache"", ""depression"", ""overwhelmed""]"
WhatsApp Ptt 2026-09-14 at 8.36.04 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Headache & Neurology,"No, I have a serious headache. What can I do? Please help me. Na kit.","[{""token_index"": 8, ""from_language"": ""en"", ""to_language"": ""sw""}]",Headache / neurological complaint,URGENT,General Outpatient / Neurology review,{},"[""serious headache""]"
WhatsApp Ptt 2026-09-14 at 8.36.42 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Fever & Infection,"I don't know, but I been profily sweating and yeah I was really sweating, I don't know, but I started on Saturday, like Saturday usiku nilikuwa tumelala lakini nikaanza ku sweat sijui ndio maana nimekuja niyaangalie.",[],"Fever / possible infection (malaria, typhoid, etc.)",URGENT,General Outpatient / Internal Medicine,{},"[""profuse sweating"", ""night sweats""]"
WhatsApp Ptt 2026-09-14 at 8.37.02 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Chronic Disease,"What is hypertension? And niliambiwa na daktari can take Panadol, paracetamol Ibuprofen. Yeah, I don't know if that is okay to take medicine when you have a headache.","[{""token_index"": 4, ""from_language"": ""en"", ""to_language"": ""sw""}]",Medication refill / chronic condition follow-up,ROUTINE,Pharmacy / Chronic care clinic,{},"[""hypertension"", ""paracetamol"", ""ibuprofen""]"
WhatsApp Ptt 2026-09-14 at 8.38.08 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Paediatrics,"Niko na mtoto anakohoa sana usiku, like he is really coughing, but it's only at night, which is so wered. Mchana ako sawa ni makamasi kidogo na imekuwa very recurrent. Initially tulikuwa tumeambiwa we avoid far and around animals. I don't know if there is anything. Inaweza kuwa ni allergy, inaweza kuwa bado anabuiden. What.","[{""token_index"": 5, ""from_language"": ""sw"", ""to_language"": ""en""}]",Child illness (paediatric),URGENT,Paediatrics,{},"[""nighttime cough"", ""child"", ""nasal congestion""]"
WhatsApp Ptt 2026-09-14 at 8.39.00 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Musculoskeletal,Is there anything like weak bonds ama soft bonds? Mtu akigonga mguu anasikia uchungu na ni kugongwa tu siki tunafaa kumpea uchungu alafu ukipona inakaribia inaweza kuwa nini?,"[{""token_index"": 6, ""from_language"": ""en"", ""to_language"": ""sw""}]",,ROUTINE,General Outpatient,{},"[""leg pain"", ""bone pain""]"
WhatsApp Ptt 2026-09-14 at 8.40.30 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Respiratory,"Niliamba niko na kipindupindu, alafu daktari did me some x-rays on the chest cause I was also feeling some pain like know what I can do so that I can so.","[{""token_index"": 5, ""from_language"": ""sw"", ""to_language"": ""en""}]",,URGENT,General Outpatient / Internal Medicine,{},"[""chest pain"", ""cholera"", ""chest x-ray""]"
WhatsApp Ptt 2026-09-14 at 8.41.07 PM.ogg,whatsapp_voice_note,Swahili-English,sw,healthcare,Kenya,smartphone WhatsApp PTT (ogg/opus),WhatsApp voice note (smartphone),Unknown,,[],,,,{},[]
